Country,Region,Gender,Ageyears,Handed,Height,Foot_Length,Arm_Span,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access,
"UK","france","F","11","R","164","22","146","2","Bus","50","0.5","33","Netball","1000","1000","1000","1000","872","639",
"UK","London","M","13","R","191","15","187","3","Rail","30","0","30","Athletics","0","1000","127","500","500","1000",
"UK","South West","M","14","B","170","27","167","2","Car","20","0.39","46","Other activities/sports","660","520","602","950","347","257",
"UK","North West","F","11","L","159","23","156","2","Walk","60","0.3","49","Running/Jogging","997","1000","1000","978","125","147",
"UK","Northern Ireland","M","11","R","141","22","143","1","Car","10","0","29","Football/Soccer","1000","1000","1000","1000","263","478",
"UK","South","F","13","R","162","22","164","2","Car","15","0.9","35","Tennis","448","893","821","1000","725","755",
"UK","South West","F","13","R","160","24","162","1","Walk","20","0.4","35","Other activities/sports","500","500","500","554","743","890",
"UK","East Midlands","F","15","R","167","22","150","2","Walk","15","0.39","58","Tennis","1000","1000","652","770","1000","1000",
"UK","North West","F","13","R","167","25","162","1","Bus","40","0","42","Rugby League","504","548","746","1000","82","337",
"UK","Home Counties","F","15","R","165","22","165","2","Bus","25","0.4","40","Tennis","846","799","749","832","671","794",
"UK","Home Counties","M","13","R","161","28","158","2","Other","15","0.32","25","Running/Jogging","0","500","613","64","839","773",
"UK","North West","M","15","R","169","27","169","1","Walk","10","0","76","Cycling","0","1000","1000","1000","1000","977",
"UK","Home Counties","M","14","R","169","26","170","1","Walk","35","0.53","33","Swimming","522","526","500","521","617","694",
"UK","South","F","12","R","160","23","158","3","Car","6","0.39","53","Swimming","137","221","35","77","1000","1000",
"UK","East Midlands","M","13","R","164","26","155","3","Bus","40","0.4","28","Swimming","516","226","323","226","1000","484",
"UK","Home Counties","F","12","R","147","22","149","3","Walk","15","0.29","25","Swimming","611","682","1000","899","707","790",
"UK","North West","M","12","R","153","26","150","1","Walk","20","0.31","33","Basketball","973","879","787","897","227","568",
"UK","South West","M","12","R","146","23","144","3","Bus","10","0.56","33","Football/Soccer","678","861","297","517","993","291",
"UK","South West","M","14","R","163","25","164","4","Walk","20","0.37","44","Swimming","1000","500","500","500","1000","1000",
"UK","North West","M","15","R","186","30","106","3","Rail","20","0.43","56","Rugby League","599","363","363","317","846","849",
"UK","East","F","14","R","162","23","156","2","Walk","108","0","35","Athletics","1000","568","557","577","0","0",
"UK","South","F","12","R","150","23","150","2","Car","10","0.37","32","Dancing","548","677","645","613","0","0",
"UK","West Midlands","F","12","R","154","24","152","2","Walk","15","1.42","38","Dancing","609","500","179","233","306","636",
"UK","South West","M","14","R","168","26","164","2","Walk","15","0.27","30","Football/Soccer","1000","1000","1000","1000","1000","1000",
"UK","North West","F","13","L","169","25","176","1","Bus","5","0.41","69","Netball","0","0","0","0","1000","1000",
"UK","London","M","14","R","175","34","100","3","Bus","60","0.51","34","Table Tennis","500","1000","982","500","997","1000",
"UK","North West","M","13","R","159","25","160","4","Car","5","0.31","36","Cricket","1000","720","219","805","1000","794",
"UK","South","F","13","R","160","22","160","3","Walk","20","0.43","41","Gymnastics","503","532","520","517","755","770",
"UK","South West","F","11","L","160","27","134","1","Bus","60","0","52","Swimming","1000","1000","1000","1000","0","0",
"UK","North West","M","13","R","165","25","171","2","Car","15","0.45","47","Basketball","671","732","886","763","1000","1000",
"UK","East","F","13","R","173","26","174","4","Walk","20","0.29","46","Netball","297","500","435","433","602","633",
"UK","South West","F","12","R","144","21","142","2","Bus","20","0.75","35","Gymnastics","600","500","500","500","671","694",
"UK","South West","M","15","R","170","26","166","2","Bus","40","0.25","43","Football/Soccer","652","662","669","667","1000","1000",
"UK","West Midlands","M","13","R","164","30","164","6","Walk","20","0","89","Rugby League","1000","1000","1000","1000","953","1000",
"UK","Northern Ireland","M","12","R","162","30","161","1","Car","10","0","78","Football/Soccer","907","811","418","677","821","837",
"UK","London","M","13","R","162","30","90","1","Bus","45","0","60","Other activities/sports","1000","0","1000","500","1000","1000",
"UK","South East","M","14","R","161","26","159","3","Cycle","6","0.34","36","Football/Soccer","219","225","210","309","790","944",
"UK","West Midlands","M","14","L","166","23","122","2","Bus","20","0.31","37","Football/Soccer","1000","396","828","872","1000","1000",
"UK","North West","F","14","L","169","22","160","1","Walk","10","0.35","36","Athletics","500","500","0","0","1000","1000",
"UK","North West","M","14","B","128","20","106","1","Board","30","0.51","57","Skateboarding/Rollerblading","1000","994","1000","1000","85","0",
"UK","East Midlands","F","14","R","170","23","170","1","Walk","10","0.37","33","Basketball","80","84","72","85","857","1000",
"UK","South","M","13","R","147","23","147","1","Bus","60","0.45","46","Rugby League","745","731","654","627","573","564",
"UK","South","F","14","R","161","26","162","1","Walk","10","0.35","31","Other activities/sports","271","280","500","369","322","497",
"UK","North West","M","14","R","166","29","170","1","Walk","20","0.37","50","Football/Soccer","500","500","649","327","500","500",
"UK","Martinique","F","17","R","172","22","194","2","Bus","25","0.78","55","Dancing","1000","1000","1000","1000","1000","1000",
"UK","North West","F","16","L","147","25","135","2","Car","2","0.73","49","Golf","899","681","799","782","346","499",
"UK","South","F","14","B","160","23","168","2","Car","30","0.34","40","Dancing","1000","689","694","500","729","924",
"UK","West Midlands","F","11","R","158","22","158","2","Walk","2","0.37","37","Tennis","0","0","0","500","0","0",
"UK","London","M","16","L","179","32","179","1","Bus","30","0.5","55","Athletics","0","1000","0","161","0","355",
"UK","North West","M","14","R","160","25","164","1","Bus","20","0.33","57","Hockey (Field)","591","669","693","690","833","1000",
"UK","North West","M","12","R","145","22","145","1","Walk","15","0.42","36","Swimming","1000","1000","500","575","1000","1000",
"UK","East Midlands","F","12","R","160","25","148","2","Walk","20","0.32","39","Bowling","890","890","1000","696","1000","1000",
"UK","North West","F","13","L","162","23","162","3","Car","7","0.34","46","Dancing","881","859","848","846","765","772",
"UK","South West","M","14","R","163","25","163","2","Bus","15","0.32","32","Rugby Union","500","500","500","500","500","500",
"UK","Home Counties","M","14","R","187","30","187","1","Walk","15","0.56","73","Football/Soccer","721","702","582","647","629","740",
"UK","West Midlands","F","13","R","157","22","156","1","Walk","15","0.41","45","Dancing","254","239","137","255","1000","1000",
"UK","Northern Ireland","F","11","R","155","23","153","1","Bus","30","0.65","33","Gymnastics","794","651","696","595","75","513",
"UK","South East","M","13","R","168","26","118","1","Walk","25","0.51","49","Football/Soccer","440","500","500","500","500","500",
"UK","East Midlands","M","14","R","162","25","166","10","Boat","127","0.03","31","Netball","0","0","1000","1000","1000","1000",
"UK","North West","F","13","R","161","24","149","2","Bus","35","1.71","42","Swimming","588","611","543","600","516","585",
"UK","West Midlands","F","14","R","149","22","151","1","Bus","20","0.31","49","Other activities/sports","716","678","500","550","550","678",
"UK","East","F","13","B","163","25","163","1","Bus","60","0.43","56","Basketball","205","548","699","318","1000","1000",
"UK","North East","F","12","L","149","21","146","3","Walk","45","0.36","38","Football/Soccer","1000","1000","714","1000","1000","1000",
"UK","South West","F","13","B","151","23","160","4","Bus","40","0.57","37","Football/Soccer","0","0","0","0","1000","1000",
"UK","North West","M","13","R","163","24","159","3","Cycle","25","0.65","39","Football/Soccer","823","785","391","584","197","204",
"UK","London","F","13","R","162","35","100","2","Walk","15","0.62","38","Football/Soccer","545","550","572","635","438","736",
"UK","East","F","13","R","162","24","154","2","Walk","15","0.36","41","Other activities/sports","691","528","727","667","747","749",
"UK","Home Counties","F","13","R","150","19","150","4","Walk","20","0","29","Hockey (Field)","600","995","659","1000","565","631",
"UK","South Wales","M","12","R","154","24","151","1","Bus","5","0.34","35","Football/Soccer","524","627","373","630","579","594",
"UK","London","M","13","R","162","25","90","7","Walk","20","0.4","28","Cricket","1000","617","890","609","1000","1000",
"UK","South","M","13","R","165","25","164","1","Car","15","0.29","34","Football/Soccer","741","668","774","758","210","259",
"UK","North West","M","13","R","168","31","90","2","Walk","40","0.28","39","Skateboarding/Rollerblading","1000","1000","655","763","700","826",
"UK","Home Counties","F","14","R","165","23","165","1","Car","7","0.39","35","Dancing","548","355","581","1000","1000","1000",
"UK","East Midlands","F","13","R","153","23","152","2","Bus","10","0","38","Other activities/sports","543","765","237","517","351","383",
"UK","North West","F","13","R","160","22","160","1","Car","15","0.45","49","Gymnastics","608","771","566","882","498","736",
"UK","North West","F","13","R","156","22","90","1","Bus","15","0.62","33","Dancing","1000","968","1000","1000","0","0",
"UK","West Midlands","M","12","R","153","26","150","1","Walk","15","0","26","Swimming","1000","1000","1000","1000","1000","1000",
"UK","South East","F","14","L","164","29","160","1","Bus","10","1.21","97","Basketball","982","1000","1000","1000","199","103",
"UK","West Midlands","M","11","L","153","25","151","1","Bus","25","0","34","Football/Soccer","1000","742","774","500","1000","1000",
"UK","West Midlands","F","12","R","161","22","165","1","Bus","30","0.37","60","Athletics","1000","1000","1000","1000","1000","1000",
"UK","West Midlands","M","13","R","171","28","173","1","Walk","3","0.28","55","Basketball","0","0","0","0","0","0",
"UK","Home Counties","M","12","R","160","23","157","1","Walk","30","0.32","62","Football/Soccer","423","796","745","617","107","40",
"UK","East Midlands","F","12","R","149","25","141","1","Bus","25","0.48","79","Swimming","691","597","532","523","402","617",
"UK","South West","F","11","R","148","26","142","1","Bus","45","0.59","46","Swimming","710","871","226","903","1000","1000",
"UK","Home Counties","F","12","R","144","21","135","2","Walk","20","0.75","35","Running/Jogging","1000","1000","1000","1000","177","204",
"UK","Home Counties","F","12","R","157","24","157","2","Bus","25","0.26","45","Other activities/sports","1000","1000","1000","1000","1000","1000",
"UK","East Midlands","M","14","R","175","26","181","3","Walk","15","0.4","37","Cricket","271","642","353","700","360","624",
"UK","North East","M","12","R","150","21","172","3","Walk","10","0.62","31","Swimming","356","658","255","702","687","1000",
"UK","Home Counties","M","17","R","186","28","195","3","Cycle","7","0.37","37","Rugby Union","0","0","6","361","1000","1000",
"UK","East Midlands","F","15","R","171","26","174","2","Walk","15","0.06","31","Dancing","530","613","671","595","671","870",
"UK","North West","F","14","R","157","21","152","1","Walk","15","0.46","37","None","877","928","917","919","78","92",
"UK","East","F","15","R","159","24","159","2","Walk","20","0.42","33","Other activities/sports","1000","1000","1000","1000","1000","500",
"UK","East Midlands","F","15","R","166","20","163","2","Walk","10","0.46","33","Dancing","795","793","741","805","795","796",
"UK","East","F","14","R","154","24","142","2","Car","15","0.45","43","Football/Soccer","586","593","670","689","500","1000",
"UK","South","M","13","R","170","23","168","1","Car","34","0.34","33","Golf","1000","500","1000","500","694","745",
"UK","North West","F","13","R","161","23","154","1","Car","15","0.43","51","Swimming","365","682","644","857","1000","1000",
"UK","North West","M","15","R","174","28","174","1","Car","5","0.35","54","Football/Soccer","667","1000","745","878","810","911",
"UK","South West","F","13","R","163","23","160","1","Bus","55","0.39","40","Athletics","1000","1000","1000","1000","0","0",
"UK","South","M","14","R","198","30","201","1","Boat","25","1.98","45","Football/Soccer","358","355","418","598","852","660",
"UK","North West","F","11","R","162","22","158","1","Car","13","0","37","Hockey (Field)","500","871","500","500","1000","0",
"UK","North West","F","14","R","155","21","152","1","Walk","10","0.46","46","Dancing","694","385","179","340","947","960",
"UK","Home Counties","F","13","R","154","24","154","1","Bus","20","0.45","49","Gymnastics","872","872","882","922","500","632",
"UK","North East","M","13","R","161","24","159","1","Car","9","0","36","Football/Soccer","673","604","638","707","355","409",
"UK","East Midlands","F","15","R","173","26","170","1","Walk","15","0.31","40","Netball","597","642","608","664","1000","1000",
"UK","East","M","12","L","180","30","158","2","Walk","2","1.5","54","Rugby Union","390","564","387","503","671","998",
"UK","North West","M","12","R","154","24","157","2","Car","7","0.39","41","Dancing","953","890","575","515","1000","1000",
"UK","East Midlands","F","12","R","153","19","159","1","Walk","25","0.37","63","Swimming","668","937","981","500","586","500",
"UK","South","F","13","R","159","24","167","3","Bus","5","0.36","34","Swimming","755","845","746","868","144","144",
"UK","North West","F","13","R","168","23","164","1","Walk","30","0.48","25","Netball","591","500","562","500","705","727",
"UK","South","F","11","R","145","21","145","2","Bus","30","1.05","43","Gymnastics","500","500","500","500","997","1000",
"UK","South","F","13","R","164","25","160","2","Bus","40","0.35","43","Other activities/sports","859","738","157","659","441","441",
"UK","North West","F","11","R","164","25","167","2","Walk","50","0","61","Swimming","1000","1000","1000","1000","60","174",
"UK","East Midlands","F","12","R","150","19","155","1","Walk","30","0","48","Gymnastics","500","609","530","500","903","1000",
"UK","North West","M","12","R","152","35","154","3","Bus","45","0.31","49","Rugby Union","678","673","0","685","1000","1000",
"UK","Peru","M","15","R","173","27","171","3","Walk","11","0.36","46","Football/Soccer","695","624","921","257","830","879",
"UK","South","M","12","R","164","26","154","4","Walk","15","0","62","Other activities/sports","881","500","228","707","1000","1000",
"UK","London","M","14","R","180","30","182","1","Rail","25","0.28","34","Martial Arts","893","911","973","996","208","611",
"UK","North West","M","13","R","158","24","149","3","Walk","1","0","56","Football/Soccer","709","716","521","517","982","329",
"UK","South West","F","15","R","167","25","170","2","Walk","20","0.37","46","Other activities/sports","651","617","365","736","913","933",
"UK","Northern Ireland","M","11","R","145","15","144","2","Walk","20","0.4","39","Football/Soccer","573","911","827","904","475","469",
"UK","North West","F","14","R","158","21","151","1","Bus","20","0.32","48","Dancing","500","500","500","500","500","500",
"UK","North East","M","11","R","152","23","144","2","Walk","5","0.28","42","Other activities/sports","609","655","544","752","685","557",
"UK","South","F","14","R","157","19","159","1","Other","1","0.34","37","Football/Soccer","997","1000","1000","1000","1000","1000",
"UK","East Midlands","F","12","R","147","24","147","1","Walk","25","0.42","40","Swimming","440","957","1000","405","628","802",
"UK","Home Counties","M","13","R","172","27","170","4","Walk","20","0.39","39","Cricket","767","776","786","788","1000","1000",
"UK","Home Counties","F","14","R","157","22","150","2","Car","7","0.32","41","Dancing","721","804","593","743","991","969",
"UK","West Midlands","F","14","R","164","24","139","1","Car","20","0.42","163","None","371","500","500","409","602","655",
"UK","North West","F","13","R","159","22","151","3","Walk","20","0.48","31","Swimming","670","752","550","407","356","550",
"UK","London","M","13","R","161","22","90","1","Walk","30","0","81","Athletics","1000","500","500","500","500","1000",
"UK","West Midlands","F","13","R","161","26","156","1","Car","10","0.38","41","Other activities/sports","709","717","691","673","1000","1000",
"UK","East Midlands","M","15","R","167","25","176","2","Walk","15","0.37","46","Athletics","374","380","313","262","801","846",
"UK","Home Counties","F","13","R","166","25","127","3","Bus","10","0.43","32","Other activities/sports","1000","1000","1000","1000","1000","597",
"UK","South","M","13","R","161","27","162","3","Bus","50","0.31","32","Tennis","617","618","657","664","195","127",
"UK","West Midlands","M","14","R","165","35","190","3","Car","60","0.55","52","Rugby Union","932","698","645","702","535","535",
"UK","Home Counties","M","13","R","163","23","165","2","Walk","7","0.47","28","Football/Soccer","0","1000","0","1000","566","1000",
"UK","South West","M","13","R","186","35","184","4","Cycle","20","0.33","32","Rugby League","1000","1000","1000","1000","0","0",
"UK","West Midlands","M","11","R","148","23","138","2","Bus","15","0.34","86","Football/Soccer","0","0","0","355","1000","1000",
"UK","North West","F","13","L","160","23","152","3","Car","10","0.29","43","Swimming","714","500","808","850","1000","1000",
"UK","South","M","12","L","152","21","150","2","Car","30","0.78","74","Football/Soccer","581","1000","0","516","1000","1000",
"UK","Home Counties","M","14","L","170","25","180","2","Bus","30","0.35","52","Cricket","591","579","582","584","1000","1000",
"UK","Martnique","M","17","R","185","30","200","4","Bus","20","0.29","61","Cycling","245","244","581","641","619","213",
"UK","East Midlands","M","12","R","147","25","147","3","Walk","15","0.43","66","Football/Soccer","557","657","397","579","1000","1000",
"UK","East Midlands","F","14","L","164","23","166","1","Bus","30","0.34","36","Dancing","854","923","666","734","690","687",
"UK","South","M","13","L","140","25","100","1","Car","10","0.42","36","Football/Soccer","0","0","0","1000","0","0",
"UK","South East","M","14","L","177","27","176","1","Walk","10","0.37","54","Other activities/sports","0","200","266","593","983","1000",
"UK","East Midlands","F","13","R","164","21","126","2","Bus","20","0.42","66","Dancing","1000","1000","1000","1000","595","602",
"UK","Home Counties","M","12","R","145","22","140","2","Car","10","0.42","34","Football/Soccer","78","85","775","96","997","1000",
"UK","East Midlands","M","14","R","169","26","163","2","Walk","36","0.28","42","Football/Soccer","691","338","998","998","479","318",
"UK","East Midlands","F","15","R","170","23","171","2","Walk","20","0.28","52","Swimming","729","734","684","779","792","904",
"UK","East","F","11","L","154","21","152","2","Bus","65","0.56","45","Dancing","833","798","930","904","854","659",
"UK","South East","F","14","R","167","26","167","2","Walk","25","0.49","39","Other activities/sports","758","673","1000","740","500","658",
"UK","North Wales","F","13","R","182","24","140","2","Walk","5","0.35","32","Swimming","626","602","575","479","472","503",
"UK","North West","M","13","R","183","26","177","3","Walk","13","0.32","55","Golf","971","779","1000","501","647","1000",
"UK","North East","F","13","R","169","24","152","2","Walk","5","0.45","37","Swimming","789","802","839","818","323","669",
"UK","North West","M","12","L","153","24","149","2","Bus","25","0.34","36","Football/Soccer","0","0","3","0","1000","1000",
"UK","South East","M","14","R","169","28","169","2","Rail","30","0","36","Golf","500","500","500","500","500","500",
"UK","West Midlands","F","14","R","150","28","150","1","Walk","10","1.01","34","Swimming","500","500","500","500","500","500",
"UK","North West","M","12","R","158","26","158","1","Car","5","1.06","32","Swimming","416","810","763","640","951","743",
"UK","Home Counties","F","12","L","160","24","157","1","Walk","15","0.42","50","Tennis","647","564","444","414","383","423",
"UK","East Midlands","F","12","R","153","23","157","1","Car","2","0","39","Swimming","96","311","823","861","937","972",
"UK","Scotland","M","14","R","153","23","150","1","Car","17","0.33","28","Other activities/sports","0","0","0","0","1000","1000",
"UK","Channel Islands","F","15","R","158","23","157","3","Walk","15","0.28","40","Athletics","800","629","729","843","550","564",
"UK","South West","M","15","R","168","28","169","1","Bus","20","0.31","36","Swimming","1000","1000","1000","999","0","0",
"UK","North West","M","13","R","161","24","155","2","Walk","7","0","44","Football/Soccer","405","434","577","526","743","653",
"UK","East Midlands","F","12","R","165","23","162","3","Walk","40","0.42","26","Dancing","769","774","787","785","253","381",
"UK","North West","F","13","R","156","23","158","1","Bus","15","0.48","37","Swimming","0","0","1000","951","998","1000",
"UK","North East","M","13","L","162","24","137","1","Car","10","0.78","57","Football/Soccer","40","0","246","500","620","955",
"UK","South","M","13","L","142","25","137","1","Car","5","0.35","41","Martial Arts","0","711","0","0","642","638",
"UK","North West","M","14","R","181","27","189","3","Car","15","0","56","Football/Soccer","201","174","210","103","913","895",
"UK","London","M","14","R","170","12","193","3","Bus","10","0","50","Athletics","521","500","500","500","500","500",
"UK","North West","F","15","R","166","24","163","2","Walk","20","0.39","47","Netball","0","677","836","710","1000","1000",
"UK","South","M","12","R","156","24","146","1","Walk","40","0.66","36","Football/Soccer","1000","1000","0","1000","0","0",
"UK","Home Counties","F","12","R","146","18","122","2","Bus","30","0.78","62","Netball","383","497","418","500","168","244",
"UK","East","F","14","R","157","21","152","1","Walk","15","0.57","34","Dancing","1000","1000","1000","1000","0","0",
"UK","West Midlands","F","13","R","149","23","150","1","Walk","30","0.35","62","None","770","741","741","612","597","708",
"UK","West Midlands","M","13","L","177","27","182","1","Car","4","0.46","33","Hockey (Ice)","562","719","745","830","1000","1000",
"UK","North West","F","13","R","172","25","174","2","Bus","35","0.36","36","Bowling","617","761","519","515","1000","1000",
"UK","North West","F","14","R","159","23","157","2","Car","5","0.37","33","Athletics","796","1000","320","823","745","752",
"UK","South","M","13","R","178","27","155","3","Bus","33","0.59","49","Cycling","776","659","261","967","66","500",
"UK","London","F","13","R","154","23","164","2","Bus","20","1.25","56","Swimming","995","779","667","1000","997","1000",
"UK","East","M","14","R","180","28","180","2","Walk","15","0.35","39","Basketball","790","904","770","884","678","680",
"UK","North West","M","14","R","173","35","90","1","Walk","3","0.39","56","Football/Soccer","0","0","0","0","1000","1000",
"UK","South West","M","15","R","174","27","180","1","Car","13","0.37","35","Rugby Union","500","500","500","500","500","500",
"UK","West Midlands","F","13","R","174","25","178","2","Walk","5","0.39","34","Dancing","500","647","1000","560","190","160",
"UK","Home Counties","F","12","R","155","26","100","2","Bus","120","0.32","44","Dancing","127","123","250","247","1000","1000",
"UK","North West","M","14","L","177","27","176","3","Car","5","0.37","43","Cricket","724","728","676","691","1000","1000",
"UK","Home Counties","M","13","R","175","30","91","4","Walk","20","0","31","Football/Soccer","1000","1000","1000","1000","500","500",
"UK","South","F","13","R","155","25","155","3","Car","15","0","34","Dancing","773","779","639","657","349","499",
"UK","North East","F","13","R","154","24","155","1","Bus","20","0.63","36","Tennis","562","597","445","517","689","696",
"UK","ecuador","F","14","R","166","24","157","4","Bus","45","0.41","61","Swimming","708","459","493","550","899","995",
"UK","South","M","13","R","160","25","158","1","Walk","4","0.05","31","Other activities/sports","705","667","875","324","810","1000",
"UK","North West","M","14","L","175","28","176","2","Walk","1","0.24","32","Other activities/sports","1000","1000","1000","1000","924","1000",
"UK","East","F","13","R","160","24","162","1","Bus","25","0.54","26","Netball","583","588","355","537","720","751",
"UK","West Midlands","F","15","R","166","24","161","2","Bus","45","1.8","36","Basketball","398","620","629","680","1000","1000",
"UK","South","M","11","R","143","22","143","2","Bus","30","0.63","41","Rugby League","857","711","688","789","718","738",
"UK","South","M","14","R","185","29","190","1","Car","10","0","97","Baseball/Softball","906","329","698","705","128","56",
"UK","West Midlands","F","13","R","161","27","154","3","Walk","8","0.43","34","Swimming","345","591","416","385","1000","1000",
"UK","FRANCE","M","17","L","194","27","160","2","Bus","40","0.37","60","None","641","65","500","500","1000","1000",
"UK","South West","F","12","R","157","24","154","2","Walk","15","1.11","78","Dancing","438","434","575","699","799","926",
"UK","South West","M","13","L","168","27","155","1","Walk","23","0.4","49","Rugby Union","1000","1000","1000","0","500","500",
"UK","East","F","13","R","162","24","155","1","Car","10","0.37","27","Dancing","936","849","798","760","148","242",
"UK","South West","M","13","R","162","13","155","1","Walk","15","0","58","Rugby Union","500","500","500","500","500","500",
"UK","North West","M","15","B","156","25","152","2","Walk","20","0.37","37","Football/Soccer","655","649","586","629","705","881",
"UK","London","F","13","R","155","21","90","3","Car","35","0.43","39","Dancing","792","833","836","845","765","891",
"UK","South","F","13","R","160","24","158","3","Walk","15","0","34","Cricket","639","501","408","500","734","815",
"UK","North West","F","14","R","173","24","174","1","Car","6","0.4","46","Dancing","651","557","434","564","315","350",
"UK","South West","M","13","R","150","22","148","1","Bus","15","0","50","Football/Soccer","500","365","635","996","0","955",
"UK","Home Counties","M","13","R","171","26","171","3","Bus","40","0.39","31","Dancing","1000","1000","0","1000","0","0",
"UK","North West","M","14","R","165","27","152","1","Walk","5","0","49","Cricket","210","119","256","212","986","1000",
"UK","North West","M","15","R","166","24","167","1","Car","5","0.39","37","Other activities/sports","677","871","1000","645","0","0",
"UK","North West","F","14","R","173","25","158","1","Bus","20","0.34","29","None","1000","1000","1000","1000","1000","1000",
"UK","North West","M","13","R","152","22","146","2","Walk","20","0.42","44","Football/Soccer","848","756","942","383","1000","1000",
"UK","North West","F","13","L","163","23","154","1","Walk","20","0.42","47","Dancing","658","613","631","635","1000","1000",
"UK","North East","F","11","R","140","16","118","2","Bus","5","0.57","41","Swimming","790","535","521","609","877","723",
"UK","North West","M","15","R","159","25","156","1","Walk","50","0.31","47","Cycling","681","386","418","655","613","828",
"UK","East","M","14","R","161","22","103","1","Walk","15","0","49","Football/Soccer","606","500","745","783","926","689",
"UK","North West","F","14","R","160","23","160","1","Car","25","0.35","46","Skateboarding/Rollerblading","78","106","132","214","824","815",
"UK","North East","M","11","R","152","21","144","1","Bus","45","0.39","51","Cricket","1000","705","257","515","304","714",
"UK","East","F","15","R","164","22","176","1","Car","10","0.56","46","Other activities/sports","1000","1000","1000","500","500","500",
"UK","South East","F","12","R","149","22","149","2","Walk","15","0.37","63","Dancing","660","757","904","823","197","233",
"UK","East Midlands","M","12","R","172","28","157","3","Walk","20","0.37","44","Skateboarding/Rollerblading","918","788","0","377","0","0",
"UK","South","F","13","R","158","22","158","2","Walk","2","0.51","38","Running/Jogging","760","635","798","806","727","763",
"UK","South West","F","12","R","163","23","161","1","Car","22","0.42","35","Dancing","935","500","500","500","500","1000",
"UK","North West","F","14","R","168","23","171","1","Walk","15","0.98","94","Basketball","622","376","635","629","1000","1000",
"UK","North West","M","14","R","167","24","166","2","Walk","10","0","93","Football/Soccer","719","438","924","997","949","776",
"UK","South","M","11","R","158","24","151","1","Car","15","0.43","42","Rugby Union","1000","1000","1000","1000","54","40",
"UK","Northern Ireland","F","11","R","150","25","150","1","Bus","30","0.32","43","Swimming","988","1000","998","1000","522","522",
"UK","South West","F","13","R","125","20","153","1","Bus","45","0.76","29","Football/Soccer","0","0","0","0","1000","1000",
"UK","South","F","15","R","171","25","172","1","Bus","45","0.43","38","Swimming","619","642","647","670","393","261",
"UK","West Midlands","F","12","R","144","21","156","2","Car","5","0","36","Dancing","217","128","148","152","826","852",
"UK","North West","M","14","R","170","26","160","1","Bus","30","0.55","64","Athletics","722","499","320","553","242","239",
"UK","South West","M","12","R","154","24","94","3","Walk","6","0.32","30","Athletics","0","0","0","0","0","0",
"UK","Home Counties","M","14","R","172","25","120","1","Walk","30","0.78","48","Football/Soccer","0","0","0","0","997","991",
"UK","Home Counties","M","15","R","184","27","183","2","Bus","30","0.37","34","Football/Soccer","542","696","705","617","882","884",
"UK","South East","F","13","R","160","22","144","1","Walk","30","0.43","28","Dancing","879","121","119","913","979","1000",
"UK","North West","F","14","R","162","21","157","2","Walk","15","0.37","31","Tennis","861","752","613","453","1000","713",
"UK","North West","F","15","R","166","24","166","1","Walk","10","0.29","43","Other activities/sports","350","387","438","437","400","400",
"UK","North West","M","13","R","149","20","141","2","Cycle","5","0.51","55","Hockey (Field)","1000","1000","1000","1000","505","645",
"UK","Home Counties","F","13","R","150","20","150","1","Bus","25","0.32","34","Dancing","881","791","678","690","469","442",
"UK","West Midlands","F","13","R","153","27","171","2","Car","7","0","31","Football/Soccer","0","0","92","78","850","1000",
"UK","Northern Ireland","F","11","R","149","19","140","1","Bus","20","1.78","101","Gymnastics","500","263","451","313","143","304",
"UK","North West","M","11","R","156","24","146","1","Walk","15","0.29","42","Swimming","620","300","640","668","1000","1000",
"UK","North East","F","12","R","162","21","154","1","Walk","30","0.34","52","Football/Soccer","530","526","530","528","814","843",
"UK","South West","M","14","R","177","27","173","1","Bus","45","0.35","96","Swimming","500","500","500","1000","1000","1000",
"UK","West Midlands","M","15","R","178","25","180","1","Walk","10","0.36","50","Table Tennis","500","707","500","500","687","691",
"UK","North West","M","13","R","165","25","158","2","Walk","5","0.35","40","Cycling","197","130","214","68","602","704",
"UK","South West","M","14","R","170","30","176","2","Cycle","15","0.48","48","Skateboarding/Rollerblading","1000","1000","992","500","500","500",
"UK","North West","M","13","R","173","26","167","3","Walk","30","0.28","38","Rugby League","258","806","0","500","677","548",
"UK","Northern Ireland","F","11","R","139","22","138","1","Bus","30","0.32","64","Other activities/sports","869","797","719","753","487","743",
"UK","London","F","13","R","157","24","167","1","Bus","40","0","61","Dancing","1000","813","719","632","945","932",
"UK","South","M","13","R","175","25","150","3","Bus","45","0.37","46","Hockey (Field)","878","562","751","631","287","553",
"UK","South West","F","12","R","160","24","120","3","Car","40","0.37","35","Walking/Hiking","1000","1000","1000","1000","0","130",
"UK","East","F","13","L","164","24","172","1","Bus","35","1.57","33","Table Tennis","1000","918","922","910","1000","1000",
"UK","South West","F","12","R","154","21","150","2","Car","10","1.04","38","Dancing","0","0","0","0","500","0",
"UK","South West","M","11","R","152","20","148","1","Bus","30","1.2","50","Rugby Union","0","0","0","0","500","500",
"UK","London","F","14","R","160","30","166","1","Walk","5","0","43","Athletics","0","0","1000","0","500","0",
