name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.31,77,7.5,EA,E,PS3
Crash Nitro Kart,Racing,2003,Other,0.31,70,8.9,Vicarious Visions,E,XB
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.31,64,6.8,EA,E10+,X360
FIFA Street,Sports,2005,Electronic Arts,0.31,59,7.9,EA,E,PS2
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.31,65,3.6,TT Games,E10+,3DS
Skylanders: SuperChargers,Action,2015,Activision,0.31,81,3.3,Vicarious Visions,E10+,PS4
Mega Man Maverick Hunter X,Platform,2005,Capcom,0.31,79,8.3,Capcom,E10+,PSP
Mega Man Battle Network 2,Action,2002,Ubisoft,0.31,81,9,Capcom,E,GBA
SimAnimals,Simulation,2009,Electronic Arts,0.31,58,2.1,EA,E,Wii
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.31,71,7.4,EA,E,X360
NASCAR Thunder 2003,Racing,2002,Electronic Arts,0.31,85,6.6,EA,E,GC
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.31,82,6.9,Konami,E,X360
NBA Live 08,Sports,2007,Electronic Arts,0.31,73,6.2,EA,E,PSP
Star Wars Episode III: Revenge of the Sith,Action,2005,Ubisoft,0.3,73,7.8,Ubisoft,E10+,DS
Ultimate Spider-Man,Action,2005,Activision,0.3,62,7.3,Vicarious Visions,E10+,GBA
Chaos Legion,Action,2003,Capcom,0.3,65,8.2,Capcom,T,PS2
Tom Clancy's Splinter Cell 3D,Action,2011,Ubisoft,0.3,53,5.5,Ubisoft,T,3DS
F1 2013,Racing,2013,Codemasters,0.3,79,6.6,Codemasters,E,X360
PowerUp Heroes,Fighting,2011,Ubisoft,0.3,61,7.5,Ubisoft,E10+,X360
Rayman 2: Revolution,Platform,2000,Ubisoft,0.3,90,8.2,Ubisoft,E,PS2
Madden NFL 13,Sports,2012,Electronic Arts,0.3,63,7.3,EA,E,PSV
Stranglehold,Shooter,2007,Midway Games,0.3,77,7.9,Midway,M,PS3
Resident Evil Archives: Resident Evil,Action,2008,Capcom,0.3,76,8.9,Capcom,M,Wii
Dynasty Warriors 6,Action,2007,Tecmo Koei,0.3,60,7.4,Omega Force,T,X360
Dance Dance Revolution Universe 3,Simulation,2008,Konami Digital Entertainment,0.3,65,7.7,Konami,E,X360
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.3,68,8,Maxis,T,PS2
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.3,56,8.4,Konami,E,XB
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.3,76,7,TT Games,E10+,XOne
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.29,68,6.8,EA,E10+,X360
Shaun White Snowboarding: World Stage,Sports,2009,Ubisoft,0.29,72,8.7,Ubisoft,E,Wii
The Sims 2,Simulation,2004,Electronic Arts,0.29,90,8.8,Maxis,T,PC
MySims SkyHeroes,Action,2010,Electronic Arts,0.29,67,5.2,EA,E10+,Wii
NBA Street V3,Sports,2005,Electronic Arts,0.29,88,8.4,EA,E,GC
WinBack: Covert Operations,Shooter,2000,Other,0.29,66,7.7,Omega Force,T,PS2
Modnation Racers: Road Trip,Racing,2012,Sony Computer Entertainment,0.29,62,6.4,EA,E,PSV
NBA Live 06,Sports,2005,Electronic Arts,0.29,64,5.6,EA,E,X360
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.29,80,7.7,Capcom,T,PSV
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.29,64,7.3,Omega Force,T,PS3
UEFA Euro 2016,Sports,2016,Konami Digital Entertainment,0.29,72,6.6,Konami,E,PS4
Prince of Persia: Rival Swords,Action,2007,Ubisoft,0.29,70,7.7,Ubisoft,T,Wii
The Lord of the Rings: The Third Age,Role-Playing,2004,Electronic Arts,0.29,74,7.8,EA,T,GC
X-Men Legends II: Rise of Apocalypse,Role-Playing,2005,Activision,0.29,84,8.2,Vicarious Visions,T,PSP
Madden NFL 08,Sports,2007,Electronic Arts,0.29,76,6,EA,E,XB
FIFA Soccer 13,Action,2012,Electronic Arts,0.29,68,3.7,EA,E,3DS
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.29,83,8.4,Konami,E,Wii
SimCity 4,Simulation,2003,Electronic Arts,0.29,84,8.7,Maxis,E,PC
Sengoku Basara: Samurai Heroes,Action,2010,Capcom,0.29,65,8.8,Capcom,T,Wii
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.29,76,8.6,Ubisoft,E,PS2
Warriors Orochi 2,Action,2008,Tecmo Koei,0.29,56,7.5,Omega Force,T,PSP
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.29,84,8.9,Midway,M,PS2
NASCAR 08,Racing,2007,Electronic Arts,0.29,59,5.2,EA,E,X360
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,0.29,86,7.7,Ubisoft,M,WiiU
Tales of Phantasia,Role-Playing,2003,Nintendo,0.29,76,8.1,Namco,E10+,GBA
Monster 4x4: Masters of Metal,Racing,2003,Ubisoft,0.28,48,8.3,Ubisoft,E,PS2
FIFA 15,Sports,2014,Electronic Arts,0.28,82,4.2,EA,E,PC
R: Racing Evolution,Racing,2003,Other,0.28,66,6.2,Namco,T,PS2
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.28,58,7.5,EA,T,XB
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.28,54,5.6,TT Games,E10+,PSV
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.28,58,7.9,Omega Force,T,PS3
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.28,69,6.1,Codemasters,M,X360
Surf's Up,Sports,2007,Ubisoft,0.28,56,7,Ubisoft,E,DS
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.28,82,7.2,EA,E,PSP
Guitar Hero: Van Halen,Misc,2009,Activision,0.28,50,5.2,Neversoft Entertainment,T,Wii
NFL Blitz 20-02,Sports,2002,Midway Games,0.28,76,8.9,Midway,E,PS2
NCAA March Madness 2005,Sports,2004,Electronic Arts,0.28,80,7.8,EA,E,XB
NHL Hitz 20-03,Sports,2002,Midway Games,0.28,82,8.4,Midway,E,PS2
Monopoly Streets,Misc,2010,Electronic Arts,0.28,66,6.6,EA,E,X360
Trivial Pursuit,Misc,2009,Electronic Arts,0.28,66,7.1,EA,E,PS3
Guitar Hero: Van Halen,Misc,2009,Activision,0.27,59,4.7,Neversoft Entertainment,T,PS3
Over the Hedge,Platform,2006,Activision,0.27,71,6.4,Vicarious Visions,E,DS
GRID 2,Racing,2013,Codemasters,0.27,78,5.8,Codemasters,E,X360
Pro Race Driver,Racing,2002,Codemasters,0.27,81,8.5,Codemasters,T,PS2
Pac-Pix,Puzzle,2005,Other,0.27,71,7.1,Namco,E,DS
F1 Race Stars,Racing,2012,Codemasters,0.27,64,5.7,Codemasters,E,X360
NHL 07,Sports,2006,Electronic Arts,0.27,79,5.3,EA,E10+,X360
NASCAR 06: Total Team Control,Racing,2005,Electronic Arts,0.27,79,5.9,EA,E,XB
Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.27,60,4.3,EA,E,XOne
NHL 2002,Sports,2001,Electronic Arts,0.27,89,8.8,EA,E,XB
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.27,69,6.8,TT Games,E10+,XOne
Shadow of Rome,Action,2005,Capcom,0.27,75,8.3,Capcom,M,PS2
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.27,61,8,EA,E10+,PS2
NHL 2K11,Sports,2010,Take-Two Interactive,0.27,62,5.8,Visual Concepts,E10+,Wii
MotoGP,Racing,2000,Other,0.27,77,6,Namco,E,PS2
NBA Live 2004,Sports,2003,Electronic Arts,0.27,84,9,EA,E,GC
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.27,66,7.3,Maxis,T,GC
Knockout Kings 2002,Sports,2002,Electronic Arts,0.27,78,7.9,EA,T,XB
MotionSports: Adrenaline,Sports,2011,Ubisoft,0.27,41,7.4,Ubisoft,E,X360
NBA 07,Sports,2006,Sony Computer Entertainment,0.27,63,6.3,EA,E,PS3
My Japanese Coach,Misc,2008,Ubisoft,0.27,59,6.7,Ubisoft,E,DS
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,0.27,45,6.1,EA,E,DS
ESPN NBA Basketball,Sports,2003,Other,0.27,87,8.2,Visual Concepts,E,XB
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.26,75,6.8,Visual Concepts,E10+,X360
Suikoden Tierkreis,Role-Playing,2008,Konami Digital Entertainment,0.26,76,7.4,Konami,E10+,DS
Superman Returns,Action,2006,Electronic Arts,0.26,51,6.2,EA,T,X360
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.26,59,5.7,Ubisoft,E10+,PS3
Dynasty Warriors 7: Xtreme Legends,Action,2011,Tecmo Koei,0.26,64,7.8,Omega Force,T,PS3
WWE 2K17,Sports,2016,Take-Two Interactive,0.26,68,5.5,Yuke's,T,XOne
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.26,78,6.9,EA,E,PSP
Evolution Skateboarding,Sports,2002,Konami Digital Entertainment,0.26,44,6.7,Konami,T,PS2
Batman: Vengeance,Adventure,2001,Ubisoft,0.26,70,5.8,Ubisoft,T,GC
Crash Nitro Kart,Racing,2003,Other,0.26,66,7.4,Vicarious Visions,E,GC
Resident Evil: Revelations,Action,2013,Capcom,0.26,75,7.4,Capcom,M,X360
Tom Clancy's Splinter Cell: Double Agent,Action,2007,Ubisoft,0.26,78,6.5,Ubisoft,M,PS3
Resident Evil: Deadly Silence,Action,2006,Capcom,0.26,71,8.4,Capcom,M,DS
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.26,80,7.5,Ubisoft,T,X360
MVP Baseball 2004,Sports,2004,Electronic Arts,0.26,89,8.5,EA,E,GC
Super Street Fighter II: Turbo Revival,Fighting,2001,Ubisoft,0.25,84,7.4,Capcom,T,GBA
NASCAR 09,Racing,2008,Electronic Arts,0.25,69,7.8,EA,E,X360
NASCAR 09,Racing,2008,Electronic Arts,0.25,65,7.5,EA,E,PS3
Silent Hunter 5: Battle of the Atlantic,Simulation,2010,Ubisoft,0.25,62,3.5,Ubisoft,T,PC
NHL 08,Action,2007,Electronic Arts,0.25,86,6.9,EA,E10+,PS3
LEGO Star Wars III: The Clone Wars,Action,2011,Other,0.25,76,7.5,Traveller's Tales,E10+,PC
Medal of Honor European Assault,Shooter,2005,Electronic Arts,0.25,71,7.9,EA,T,GC
NHL 08,Action,2007,Electronic Arts,0.25,85,8.2,EA,E10+,X360
NHL 06,Sports,2005,Electronic Arts,0.25,79,8.4,EA,E10+,XB
Michael Jackson: The Experience,Misc,2010,Ubisoft,0.25,64,6.6,Ubisoft,E10+,DS
The Sims 2,Simulation,2005,Electronic Arts,0.25,75,7.1,Maxis,T,XB
Devil Kings,Action,2005,Capcom,0.25,64,7.4,Capcom,T,PS2
F1 2015,Racing,2015,Codemasters,0.25,64,5.3,Codemasters,E,XOne
Far Cry Instincts Predator,Shooter,2006,Ubisoft,0.24,78,6.2,Ubisoft,M,X360
Skylanders: SuperChargers,Action,2015,Activision,0.24,76,5.5,Vicarious Visions,E10+,XOne
Samurai Warriors 4,Action,2014,Tecmo Koei,0.24,76,8.1,Omega Force,T,PS4
Genma Onimusha,Action,2002,Capcom,0.24,83,8.6,Capcom,M,XB
NBA Live 10,Sports,2009,Electronic Arts,0.24,64,4.2,EA,E,PSP
Kill.Switch,Shooter,2003,Other,0.24,75,8,Namco,T,XB
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.24,81,8.3,Ubisoft,T,GC
Dynasty Warriors 7,Action,2011,Tecmo Koei,0.24,58,8,Omega Force,T,X360
NHL 17,Sports,2016,Electronic Arts,0.24,77,4,EA,E10+,XOne
Tony Hawk's American Sk8land,Sports,2005,Activision,0.24,64,5.4,Vicarious Visions,E,GBA
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.24,63,6.1,Ubisoft,E10+,X360
Resident Evil Archives: Resident Evil Zero,Action,2008,Capcom,0.24,62,8.2,Capcom,M,Wii
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.24,67,6.6,EA,E10+,PS3
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.24,59,7.3,Omega Force,T,X360
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.24,77,8.4,EA,E,XB
NBA Live 14,Sports,2013,Electronic Arts,0.24,43,2.7,EA,E,PS4
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.24,69,6.8,TT Games,E10+,WiiU
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.24,80,4.3,Konami,E,X360
Pure Futbol,Sports,2010,Ubisoft,0.24,46,7.5,Ubisoft,E,PS3
NASCAR 08,Racing,2007,Electronic Arts,0.24,56,8.2,EA,E,PS2
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.23,77,8.1,Ubisoft,T,Wii
NBA Live 15,Sports,2014,Electronic Arts,0.23,59,5.6,EA,E,PS4
NASCAR Thunder 2004,Racing,2003,Electronic Arts,0.23,85,9.1,EA,E,XB
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.23,68,5.8,EA,E10+,XB
Dynasty Warriors: Gundam Reborn,Action,2013,Tecmo Koei,0.23,64,7.5,Omega Force,T,PS3
Star Wars Jedi Knight II: Jedi Outcast,Shooter,2002,Activision,0.23,75,7.8,Vicarious Visions,T,GC
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.23,89,8.7,Ubisoft,T,GC
DiRT Showdown,Racing,2012,Codemasters,0.23,75,6.4,Codemasters,E10+,X360
NBA 2K6,Action,2005,Take-Two Interactive,0.23,81,8.6,Visual Concepts,E,X360
NASCAR 08,Racing,2007,Electronic Arts,0.23,57,5,EA,E,PS3
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.23,73,5.2,EA,E,PS3
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.23,59,5.7,Omega Force,T,X360
Tom Clancy's Rainbow Six: Siege,Shooter,2015,Ubisoft,0.23,79,6.9,Ubisoft,M,PC
Madden NFL 13,Sports,2012,Electronic Arts,0.23,75,6.7,EA,E,WiiU
NFL Blitz Pro,Sports,2003,Midway Games,0.23,73,8.5,Midway,E,PS2
Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,0.23,90,8,EA,E,GC
SSX On Tour,Sports,2005,Electronic Arts,0.23,79,8.1,EA,E,PSP
Tony Hawk's Proving Ground,Sports,2007,Activision,0.23,79,6.7,Vicarious Visions,E10+,DS
NBA ShootOut 2003,Sports,2002,Sony Computer Entertainment,0.23,62,5.9,EA,E,PS2
NBA Street: Showdown,Sports,2005,Electronic Arts,0.22,75,8.5,EA,E,PSP
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.22,78,5.4,Konami,E,Wii
Breath of Fire,Role-Playing,2001,Ubisoft,0.22,79,8.8,Capcom,E,GBA
NCAA Football 2005,Sports,2004,Electronic Arts,0.22,88,9,EA,E,GC
FaceBreaker K.O. Party,Fighting,2008,Electronic Arts,0.22,61,5.6,EA,T,Wii
Dino Stalker,Shooter,2002,Capcom,0.22,50,6.3,Capcom,M,PS2
Tony Hawk's Downhill Jam,Sports,2006,Activision,0.22,76,7,Vicarious Visions,E,DS
The Sims 4: Get Together,Simulation,2015,Electronic Arts,0.22,72,7.3,Maxis,T,PC
Asphalt: Injection,Action,2011,Ubisoft,0.22,49,4.8,Ubisoft,E10+,PSV
From Russia With Love,Action,2005,Electronic Arts,0.22,70,8.5,EA,T,GC
NBA Live 09 All-Play,Sports,2008,Electronic Arts,0.22,51,5.9,EA,E,Wii
NCAA Basketball 09,Sports,2008,Electronic Arts,0.22,70,5.6,EA,E,X360
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.22,80,8.2,TT Games,E10+,PC
NBA 06,Sports,2005,Sony Computer Entertainment,0.22,72,5.4,EA,E,PSP
NFL 2K3,Sports,2002,Other,0.22,92,8.3,Visual Concepts,E,GC
Star Wars: Battlefront,Shooter,2004,Other,0.21,72,3.5,EA,T,PC
MVP Baseball,Sports,2005,Electronic Arts,0.21,67,7.7,EA,E,PSP
Tony Hawk's American Sk8land,Sports,2005,Activision,0.21,84,8.7,Vicarious Visions,E,DS
Maximo vs Army of Zin,Platform,2003,Capcom,0.21,83,7.8,Capcom,T,PS2
Assassin's Creed Syndicate,Action,2015,Ubisoft,0.21,74,5.9,Ubisoft,M,PC
Shadow of Destiny,Adventure,2001,Konami Digital Entertainment,0.21,78,8.2,Konami,T,PS2
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.21,79,7,Konami,E,Wii
UFC Undisputed 2010,Fighting,2010,Other,0.21,74,7,Yuke's,T,PSP
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.21,67,7.3,Ubisoft,E,X360
Rumble Racing,Racing,2001,Electronic Arts,0.21,85,8.2,EA,E,PS2
NBA Live 15,Sports,2014,Electronic Arts,0.21,53,6.8,EA,E,XOne
NHL Hitz 20-02,Sports,2001,Midway Games,0.21,79,8.7,Midway,E,GC
NCAA Football 2003,Sports,2002,Electronic Arts,0.21,91,8.1,EA,E,GC
ESPN Winter X Games: Snowboarding 2002,Sports,2000,Konami Digital Entertainment,0.21,64,7.9,Konami,T,PS2
Mortal Kombat: Special Forces,Fighting,2000,Midway Games,0.21,28,2.4,Midway,M,PS
NCAA March Madness 07,Sports,2007,Electronic Arts,0.21,67,7.1,EA,E,X360
NHL 2003,Sports,2002,Electronic Arts,0.21,80,7.9,EA,E,XB
Tiger Woods PGA Tour,Sports,2005,Electronic Arts,0.21,78,7.4,EA,E,PSP
MLB 10: The Show,Sports,2010,Sony Computer Entertainment,0.21,79,6.6,EA,E,PSP
Capcom Fighting Evolution,Fighting,2004,Capcom,0.2,57,4.8,Capcom,T,PS2
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.2,72,7.4,Ubisoft,M,PS4
Suikoden Tactics,Strategy,2005,Konami Digital Entertainment,0.2,68,8.6,Konami,T,PS2
NCAA March Madness 06,Sports,2005,Electronic Arts,0.2,76,7.2,EA,E,XB
The Con,Fighting,2005,Sony Computer Entertainment,0.2,63,7.3,EA,T,PSP
X2: Wolverine's Revenge,Platform,2003,Activision,0.2,72,7.2,Vicarious Visions,E,GBA
NBA 2K2,Sports,2002,Other,0.2,90,7.6,Visual Concepts,E,XB
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.2,72,6.3,Visual Concepts,E,PS3
Dark Messiah of Might and Magic Elements,Role-Playing,2008,Ubisoft,0.2,52,7,Ubisoft,M,X360
FIFA 16,Sports,2015,Electronic Arts,0.2,81,4.4,EA,E,PC
NBA Live 14,Sports,2013,Electronic Arts,0.2,36,3.1,EA,E,XOne
MVP Baseball 2003,Sports,2003,Electronic Arts,0.2,82,9,EA,E,XB
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Other,0.2,72,6,Traveller's Tales,T,XB
NBA 07,Sports,2006,Sony Computer Entertainment,0.2,68,7,EA,E,PSP
From Russia With Love,Action,2005,Electronic Arts,0.2,71,8.8,EA,T,XB
Ridge Racer 6,Racing,2005,Other,0.2,74,7.1,Namco,E,X360
Taiko Drum Master,Misc,2004,Other,0.2,77,8.1,Namco,E,PS2
Dungeon Hunter Alliance,Action,2012,Ubisoft,0.2,49,6.4,Ubisoft,T,PSV
Prince of Persia: Warrior Within,Action,2004,Ubisoft,0.2,83,8.6,Ubisoft,M,GC
Warriors Orochi,Action,2007,Tecmo Koei,0.2,53,7.4,Omega Force,T,X360
Tom Clancy's Splinter Cell: Essentials,Shooter,2006,Ubisoft,0.19,58,7.5,Ubisoft,M,PSP
Major League Baseball 2K12,Sports,2012,Take-Two Interactive,0.19,68,4.4,Visual Concepts,E,PS3
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.19,70,7.4,EA,E10+,PSP
Breath of Fire II,Role-Playing,2001,Ubisoft,0.19,81,8.8,Capcom,E,GBA
Dynasty Warriors: Gundam 2,Action,2008,Other,0.19,49,7,Omega Force,T,X360
Breath of Fire: Dragon Quarter,Role-Playing,2002,Capcom,0.19,78,6.9,Capcom,T,PS2
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.19,60,7.1,TT Games,E10+,3DS
Disney's Magical Mirror Starring Mickey Mouse,Adventure,2002,Nintendo,0.19,50,8.9,Capcom,E,GC
Fighter Within,Fighting,2013,Ubisoft,0.19,23,3,Ubisoft,T,XOne
Dynasty Warriors 8: Empires,Action,2014,Tecmo Koei,0.19,63,7.5,Omega Force,T,PS4
Silent Hill HD Collection,Action,2012,Konami Digital Entertainment,0.19,69,5.6,Konami,M,X360
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.19,49,4.6,Konami,T,GC
MLB 12: The Show,Sports,2012,Sony Computer Entertainment,0.19,76,7.8,EA,E,PSV
NBA 2K11,Action,2010,Take-Two Interactive,0.19,82,8.6,Visual Concepts,E,PC
FaceBreaker,Fighting,2008,Electronic Arts,0.19,54,6.3,EA,T,X360
Dante's Inferno,Action,2010,Electronic Arts,0.19,70,8.1,EA,M,PSP
Resident Evil: Revelations,Action,2013,Capcom,0.19,80,7.5,Capcom,M,WiiU
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.19,67,8.8,EA,E,XB
Street Fighter X Tekken,Fighting,2012,Capcom,0.19,79,7.5,Capcom,T,PSV
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.19,82,7.4,Ubisoft,M,PC
Shaun White Skateboarding,Sports,2010,Ubisoft,0.19,61,6.5,Ubisoft,T,PS3
F1 2011,Racing,2011,Codemasters,0.19,83,7.2,Codemasters,E,PC
Samurai Warriors 2: Empires,Action,2006,Tecmo Koei,0.19,55,7.3,Omega Force,T,PS2
Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.19,74,5.3,Visual Concepts,E,PS3
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.19,69,7.5,EA,E,XB
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.19,55,4.2,Midway,E,X360
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.19,81,6.8,EA,E,XB
Samurai Warriors: State of War,Action,2005,Tecmo Koei,0.18,64,6.4,Omega Force,T,PSP
Driver: San Francisco,Racing,2011,Ubisoft,0.18,80,7,Ubisoft,T,PC
Shape Up,Misc,2014,Ubisoft,0.18,58,8.3,Ubisoft,E,XOne
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.18,61,7.8,Midway,T,XB
LEGO Harry Potter: Years 5-7,Action,2012,Warner Bros. Interactive Entertainment,0.18,64,6.8,Traveller's Tales,E10+,PSV
GRID Autosport,Racing,2014,Codemasters,0.18,75,6.8,Codemasters,E,PS3
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.18,60,9.1,Midway,T,GC
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.18,56,7.5,Traveller's Tales,T,X360
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.18,71,5.1,EA,E,X360
Pure Futbol,Sports,2010,Ubisoft,0.18,38,7.9,Ubisoft,E,X360
Gun,Shooter,2005,Activision,0.18,77,8.6,Neversoft Entertainment,M,GC
FIFA Soccer 11,Sports,2010,Electronic Arts,0.18,83,7.7,EA,E,PC
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.18,81,8,EA,E,GC
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.18,61,7.4,Ubisoft,E,GC
K-1 World Grand Prix,Sports,2002,Konami Digital Entertainment,0.18,67,9,Konami,T,PS2
DiRT Showdown,Racing,2012,Codemasters,0.18,75,6.3,Codemasters,E10+,PS3
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.18,81,6.9,Visual Concepts,E,X360
NHL 2004,Sports,2003,Electronic Arts,0.18,85,6.5,EA,E,XB
NBA Live 16,Sports,2015,Electronic Arts,0.18,59,6.1,EA,E,PS4
Smash Court Tennis Pro Tournament,Sports,2002,Sony Computer Entertainment,0.17,73,7.4,Namco,E,PS2
NHL 2K9,Sports,2008,Take-Two Interactive,0.17,69,6.7,Visual Concepts,E10+,X360
Fight Night Round 2,Fighting,2005,Electronic Arts,0.17,87,7.9,EA,T,GC
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.17,84,7.9,Midway,M,XB
Tom Clancy's Ghost Recon: Future Soldier,Shooter,2012,Ubisoft,0.17,71,4.9,Ubisoft,M,PC
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.17,56,5.6,Traveller's Tales,T,PS3
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.17,79,7.4,EA,E,PSP
Batman Begins,Action,2005,Electronic Arts,0.17,61,6.9,Vicarious Visions,E10+,GBA
FaceBreaker,Fighting,2008,Electronic Arts,0.17,53,3.8,EA,T,PS3
SSX On Tour,Sports,2005,Electronic Arts,0.17,80,7.5,EA,E,GC
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.17,58,6.5,Omega Force,T,PS4
LEGO Marvel Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.17,78,8.1,TT Games,E10+,PC
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.17,54,8.9,Midway,T,XB
NHL 07,Sports,2006,Electronic Arts,0.17,76,6.6,EA,E10+,PSP
MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.17,77,6,EA,E,PSP
Midway Arcade Treasures,Misc,2003,Midway Games,0.17,72,8.2,Midway,T,GC
One Piece: Pirate Warriors 3,Action,2015,Other,0.17,76,6.3,Omega Force,T,PSV
Cubivore: Survival of the Fittest,Adventure,2002,Nintendo,0.17,71,8.5,Nintendo,E,GC
Far Cry: Primal,Action,2016,Ubisoft,0.16,74,4.8,Ubisoft,M,PC
Driver: San Francisco,Racing,2011,Ubisoft,0.16,64,6.2,Ubisoft,T,Wii
ESPN College Hoops,Sports,2003,Other,0.16,83,8.5,Visual Concepts,E,PS2
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.16,72,4.4,EA,T,XOne
F1 2011,Racing,2011,Codemasters,0.16,59,6.8,Codemasters,E,3DS
NCAA Football 09 All-Play,Sports,2008,Electronic Arts,0.16,49,5.8,EA,E,Wii
Dynasty Warriors 4,Action,2003,Tecmo Koei,0.16,75,8.8,Omega Force,T,XB
Warriors Orochi 3,Action,2011,Other,0.16,71,8.1,Omega Force,T,X360
Beowulf: The Game,Action,2007,Ubisoft,0.16,51,5.2,Ubisoft,M,PS3
Dewy's Adventure,Platform,2007,Konami Digital Entertainment,0.16,67,6.3,Konami,E,Wii
NBA Live 08,Sports,2007,Electronic Arts,0.16,52,7.1,EA,E,Wii
The Crew,Racing,2014,Ubisoft,0.16,71,6.4,Ubisoft,T,PC
Create,Action,2010,Electronic Arts,0.16,61,5.2,EA,E,PS3
Blitz: The League,Sports,2006,Midway Games,0.16,69,6.5,Midway,M,X360
NBA 2K12,Sports,2011,Take-Two Interactive,0.16,86,7.1,Visual Concepts,E,PC
Shaun White Skateboarding,Sports,2010,Ubisoft,0.16,61,5.3,Ubisoft,T,X360
Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,0.16,89,7.8,EA,E,GC
