name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform
Operation Flashpoint: Dragon Rising,Shooter,2009,Codemasters,0.91,76,6.5,Codemasters,M,PS3
Tiger Woods PGA Tour 2002,Sports,2002,Electronic Arts,0.9,80,7.6,EA,E,PS2
Street Fighter V,Fighting,2016,Capcom,0.9,77,3.4,Capcom,T,PS4
Marvel: Ultimate Alliance 2,Role-Playing,2009,Activision,0.9,73,7.3,Vicarious Visions,T,X360
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.9,70,7,TT Games,E10+,PS4
Madden NFL 25,Sports,2013,Electronic Arts,0.9,74,5.2,EA,E,PS4
Spider-Man 3,Platform,2007,Activision,0.9,50,6.5,Vicarious Visions,T,PS2
James Bond 007: Agent Under Fire,Shooter,2002,Electronic Arts,0.9,71,7.5,EA,T,XB
LEGO Marvel Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.9,61,5.2,TT Games,E10+,3DS
NBA Live 2005,Sports,2004,Electronic Arts,0.9,85,7.6,EA,E,XB
Blitz: The League,Sports,2005,Other,0.89,76,8,Midway,M,PS2
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.89,83,6.2,EA,E,PS2
FIFA Street,Sports,2012,Electronic Arts,0.89,77,6.7,EA,E,X360
Classic NES Series: The Legend of Zelda,Adventure,2004,Nintendo,0.89,84,8.6,Nintendo,E,GBA
Finding Nemo,Action,2003,Other,0.89,62,5.5,Traveller's Tales,E,GC
Ace Combat 2,Simulation,1997,Sony Computer Entertainment,0.89,83,8.2,Namco,T,PS
NFL 2K2,Sports,2001,Other,0.89,85,7.5,Visual Concepts,E,PS2
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.89,80,7.3,EA,E,PS3
FIFA Soccer 09 All-Play,Sports,2008,Electronic Arts,0.89,80,8.4,EA,E,Wii
LEGO Indiana Jones 2: The Adventure Continues,Action,2009,Activision,0.89,70,7.1,Traveller's Tales,E10+,PS3
NCAA Football 13,Action,2012,Electronic Arts,0.89,79,4.1,EA,E,PS3
The Simpsons Game,Action,2007,Electronic Arts,0.88,71,7.5,EA,T,PS3
NBA 2K6,Action,2005,Take-Two Interactive,0.88,84,8.3,Visual Concepts,E,PS2
Monster 4X4: World Circuit,Racing,2006,Ubisoft,0.88,51,7.8,Ubisoft,E,Wii
Far Cry: Primal,Action,2016,Ubisoft,0.88,77,6.4,Ubisoft,M,XOne
Resident Evil: Revelations,Action,2012,Capcom,0.88,82,8.5,Capcom,M,3DS
WWE SmackDown vs. Raw 2011,Fighting,2010,Other,0.88,75,7.6,Yuke's,T,X360
Madden NFL 08,Sports,2007,Electronic Arts,0.87,76,6.8,EA,E,Wii
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.87,63,6.8,Ubisoft,E10+,X360
GRID,Racing,2008,Codemasters,0.87,87,7.9,Codemasters,E,X360
DiRT,Racing,2007,Codemasters,0.87,83,7.4,Codemasters,E,X360
Fight Night Round 2,Fighting,2005,Electronic Arts,0.87,88,9,EA,T,PS2
Warriors Orochi,Action,2007,Tecmo Koei,0.87,55,8.2,Omega Force,T,PS2
Guitar Hero: Warriors of Rock,Misc,2010,Activision,0.86,72,6.5,Neversoft Entertainment,T,X360
Dynasty Warriors 4: Xtreme Legends,Action,2003,Tecmo Koei,0.86,72,9.1,Omega Force,T,PS2
2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,0.85,83,8.1,EA,E,X360
NBA 2K8,Sports,2007,Take-Two Interactive,0.85,81,7,Visual Concepts,E,X360
Tiger Woods PGA Tour 2005,Sports,2004,Electronic Arts,0.85,88,8.9,EA,E,XB
Wii Fit U,Sports,2013,Nintendo,0.85,72,7.7,Nintendo,E,WiiU
NCAA Football 11,Sports,2010,Electronic Arts,0.85,85,7.4,EA,E,PS3
Army of Two: The 40th Day,Shooter,2010,Electronic Arts,0.85,74,7,EA,M,PS3
NBA 2K10,Sports,2009,Take-Two Interactive,0.84,83,7.8,Visual Concepts,E,PS3
Skate 2,Sports,2009,Electronic Arts,0.84,84,7.8,EA,T,PS3
ESPN College Hoops 2K5,Sports,2004,Other,0.84,86,8.1,Visual Concepts,E,PS2
NCAA Football 14,Sports,2013,Electronic Arts,0.84,77,6.2,EA,E,PS3
Metroid: Zero Mission,Adventure,2004,Nintendo,0.84,89,9,Nintendo,E,GBA
Blazing Angels: Squadrons of WWII,Simulation,2007,Ubisoft,0.83,57,6.7,Ubisoft,T,Wii
Madden NFL 09 All-Play,Sports,2008,Electronic Arts,0.83,82,7.2,EA,E,Wii
Dynasty Warriors 2,Action,2000,Other,0.83,75,8.8,Omega Force,T,PS2
NCAA Football 12,Sports,2011,Electronic Arts,0.83,82,5.8,EA,E,PS3
Tiger Woods PGA Tour 11,Sports,2010,Electronic Arts,0.83,78,6.7,EA,E,PS3
WWE SmackDown vs. Raw 2009,Fighting,2008,Other,0.83,79,8.5,Yuke's,T,Wii
Need for Speed: Nitro,Racing,2009,Electronic Arts,0.83,69,7.4,EA,E10+,Wii
Street Fighter X Tekken,Fighting,2012,Capcom,0.83,84,5.3,Capcom,T,PS3
Tony Hawk's Pro Skater 3,Sports,2001,Activision,0.82,91,9,Neversoft Entertainment,T,GC
Need for Speed: Hot Pursuit 2,Racing,2002,Electronic Arts,0.82,75,6.4,EA,E,XB
Stranglehold,Shooter,2007,Midway Games,0.82,77,7.6,Midway,M,X360
Tales of Destiny II,Role-Playing,2000,Other,0.81,78,8.7,Namco,T,PS
The Legend of Zelda: Four Swords Adventures,Action,2004,Nintendo,0.81,86,7.2,Nintendo,E,GC
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.81,78,7.6,Konami,E,X360
Tom Clancy's Rainbow Six 3,Shooter,2004,Ubisoft,0.81,70,8.2,Ubisoft,M,PS2
Madden NFL 25,Sports,2013,Electronic Arts,0.81,73,5.9,EA,E,XOne
NCAA Football 10,Sports,2009,Electronic Arts,0.81,80,6.9,EA,E,PS3
Guitar Hero: Warriors of Rock,Misc,2010,Activision,0.81,74,7.1,Neversoft Entertainment,T,PS3
The Sims 2,Simulation,2005,Electronic Arts,0.81,75,4.4,Maxis,T,PS2
DiRT 2,Racing,2009,Codemasters,0.8,87,8.2,Codemasters,T,X360
Prince of Persia: Warrior Within,Action,2004,Ubisoft,0.8,83,7.5,Ubisoft,M,XB
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.8,72,4.6,Konami,E,PSP
Guitar Hero: Metallica,Misc,2009,Activision,0.8,84,8.1,Neversoft Entertainment,T,X360
Need for Speed: Hot Pursuit 2,Racing,2002,Electronic Arts,0.8,68,8.3,EA,E,GC
Rayman Raving Rabbids 2,Misc,2007,Ubisoft,0.8,57,7,Ubisoft,E10+,DS
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.79,57,7.3,Maxis,T,PSP
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.79,74,5.8,Konami,E,PSP
The Godfather II,Action,2009,Electronic Arts,0.79,65,6.9,EA,M,X360
Dragon's Dogma,Role-Playing,2012,Capcom,0.79,75,7.8,Capcom,M,X360
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.79,87,7.1,Konami,E,PS4
Band Hero,Misc,2009,Activision,0.79,76,5,Neversoft Entertainment,E10+,X360
NCAA Football 08,Sports,2007,Electronic Arts,0.79,83,8.3,EA,E,PS2
FIFA Soccer 2004,Sports,2003,Electronic Arts,0.79,82,8.2,EA,E,XB
The Sims 2: Castaway,Simulation,2007,Electronic Arts,0.79,64,7.3,Maxis,E10+,PSP
WWE 2K15,Sports,2014,Take-Two Interactive,0.78,55,3.1,Yuke's,T,PS3
Tiger Woods PGA Tour 10,Sports,2009,Electronic Arts,0.78,81,7.7,EA,E,PS3
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.78,85,8.1,Ubisoft,M,X360
Fight Night Champion,Fighting,2011,Electronic Arts,0.78,86,7.4,EA,M,X360
Need for Speed: ProStreet,Racing,2008,Electronic Arts,0.77,57,7.1,EA,E,PSP
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.77,53,6.3,EA,T,PS2
Maximo: Ghosts to Glory,Platform,2001,Capcom,0.77,84,8.7,Capcom,T,PS2
Metroid Prime Hunters,Shooter,2006,Nintendo,0.76,85,8,Nintendo,T,DS
The Sims 3,Simulation,2011,Electronic Arts,0.76,52,3.3,EA,T,3DS
Mortal Kombat: Deception,Fighting,2004,Midway Games,0.76,81,8.8,Midway,M,XB
That's So Raven,Adventure,2004,Other,0.76,39,7.6,Vicarious Visions,E,GBA
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.75,60,6,EA,E10+,Wii
Mega Man X5,Platform,2000,Capcom,0.75,76,8.9,Capcom,E,PS
WWE SmackDown vs. Raw 2009,Fighting,2008,Other,0.75,72,6,Yuke's,T,PSP
LEGO Batman 2: DC Super Heroes,Action,2012,Warner Bros. Interactive Entertainment,0.75,72,5.2,TT Games,E10+,3DS
Pro Evolution Soccer 2015,Sports,2014,Konami Digital Entertainment,0.75,82,7.2,Konami,E,PS4
Tony Hawk's Underground 2,Sports,2004,Activision,0.75,83,7.8,Neversoft Entertainment,T,XB
Madden NFL 06,Sports,2005,Electronic Arts,0.75,75,7.9,EA,E,PSP
Raving Rabbids: Travel in Time,Adventure,2010,Ubisoft,0.75,62,7.6,Ubisoft,E10+,Wii
Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,2001,Capcom,0.75,81,7.9,Capcom,T,PS2
MVP 06 NCAA Baseball,Sports,2006,Electronic Arts,0.75,76,9,EA,E,PS2
Coded Arms,Shooter,2005,Konami Digital Entertainment,0.75,59,6.5,Konami,T,PSP
Band Hero,Misc,2009,Activision,0.74,76,5.7,Neversoft Entertainment,E10+,PS3
The Godfather II,Action,2009,Electronic Arts,0.74,67,7.2,EA,M,PS3
Need for Speed: Shift,Racing,2009,Electronic Arts,0.74,69,6.5,EA,E,PSP
Assassin's Creed: Revelations,Action,2011,Ubisoft,0.74,80,7.4,Ubisoft,M,PC
Resident Evil: Revelations,Action,2013,Capcom,0.74,74,7.2,Capcom,M,PS3
Tom Clancy's Rainbow Six: Vegas,Shooter,2007,Ubisoft,0.74,60,7.1,Ubisoft,T,PSP
MLB 13: The Show,Sports,2013,Sony Computer Entertainment,0.74,87,7.8,EA,E,PS3
LEGO Marvel Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.74,82,8,TT Games,E10+,WiiU
Marvel: Ultimate Alliance 2,Role-Playing,2009,Activision,0.73,74,7.3,Vicarious Visions,T,PS3
Tiger Woods PGA Tour 08,Sports,2007,Electronic Arts,0.73,79,6.6,EA,E,PS3
Classic NES Series: Donkey Kong,Platform,2004,Nintendo,0.73,55,4.8,Nintendo,E,GBA
WWE SmackDown vs. Raw 2010,Fighting,2009,Other,0.73,78,7.7,Yuke's,T,Wii
NHL 11,Sports,2010,Electronic Arts,0.73,88,7.7,EA,E10+,X360
NCAA Football 07,Sports,2006,Electronic Arts,0.73,79,6.9,EA,E,X360
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.73,71,7,TT Games,E10+,PS4
Katamari Damacy,Puzzle,2004,Other,0.73,86,9,Namco,E,PS2
Just Dance 2015,Misc,2014,Ubisoft,0.73,75,6.6,Ubisoft,E10+,WiiU
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.73,80,7.1,Traveller's Tales,E10+,PS4
James Bond 007: Agent Under Fire,Shooter,2002,Electronic Arts,0.72,74,6.8,EA,T,GC
Star Wars Episode III: Revenge of the Sith,Action,2005,Ubisoft,0.72,73,7.5,Ubisoft,E10+,GBA
Monopoly Streets,Misc,2010,Electronic Arts,0.72,65,5.2,EA,E,Wii
NBA Live 08,Sports,2007,Electronic Arts,0.72,68,6.6,EA,E,PS2
Dead to Rights,Shooter,2002,Electronic Arts,0.72,73,8.9,Namco,M,XB
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.72,79,6,EA,E,PS2
MLB 14: The Show,Sports,2014,Other,0.72,83,7.7,EA,E,PS4
Madden NFL 10,Sports,2009,Electronic Arts,0.72,77,7.2,EA,E,Wii
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.72,90,8.1,EA,E,PS3
F1 2011,Racing,2011,Codemasters,0.72,84,7.1,Codemasters,E,X360
MLB 10: The Show,Sports,2010,Sony Computer Entertainment,0.72,91,8.3,EA,E,PS3
Battlefield: Bad Company 2,Shooter,2010,Electronic Arts,0.72,87,8.3,EA,M,PC
DiRT 3,Racing,2011,Codemasters,0.72,87,7.1,Codemasters,T,X360
Madden NFL 2003,Sports,2002,Electronic Arts,0.71,92,8.3,EA,E,XB
Skate,Sports,2007,Electronic Arts,0.71,86,8.4,EA,T,X360
Resident Evil: Survivor,Action,2000,Other,0.71,39,7,Capcom,M,PS
Madden NFL 08,Sports,2007,Electronic Arts,0.71,75,6.8,EA,E,PSP
Madden NFL 09,Sports,2008,Electronic Arts,0.71,68,6.5,EA,E,PSP
NBA Live 09,Sports,2008,Electronic Arts,0.71,77,7.4,EA,E,X360
NCAA Football 09,Sports,2008,Electronic Arts,0.71,83,7.7,EA,E,X360
SSX,Sports,2012,Electronic Arts,0.7,82,6.4,EA,E,X360
Tony Hawk's Underground,Sports,2003,Activision,0.7,89,8.5,Neversoft Entertainment,T,GC
Spider-Man 2,Action,2005,Activision,0.7,67,6.9,Vicarious Visions,T,PSP
NCAA Football 08,Sports,2007,Electronic Arts,0.7,81,7.8,EA,E,X360
Ace Attorney Investigations: Miles Edgeworth,Adventure,2009,Capcom,0.7,78,8.4,Capcom,T,DS
Kill.Switch,Shooter,2003,Sony Computer Entertainment,0.7,73,8.3,Namco,T,PS2
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.7,78,7.5,TT Games,E10+,PS4
NHL 12,Sports,2011,Electronic Arts,0.7,86,7,EA,E10+,X360
NASCAR 2001,Racing,2000,Electronic Arts,0.7,66,6.6,EA,E,PS2
Ape Escape: On the Loose,Platform,2005,Sony Computer Entertainment,0.7,66,6.4,EA,E,PSP
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.7,85,8.7,EA,E,PS3
Driver: San Francisco,Racing,2011,Ubisoft,0.7,80,7.6,Ubisoft,T,X360
Classic NES Series: Zelda II: The Adventure of Link,Adventure,2004,Nintendo,0.7,73,7.5,Nintendo,E,GBA
MotionSports,Sports,2010,Ubisoft,0.69,40,4.4,Ubisoft,T,X360
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.69,75,7.6,Ubisoft,T,PS3
Shark Tale,Action,2004,Activision,0.68,63,9,Vicarious Visions,E,GBA
NBA Street Vol. 2,Sports,2003,Electronic Arts,0.68,89,8.8,EA,E,XB
NCAA Football 2005,Sports,2004,Electronic Arts,0.68,89,8,EA,E,XB
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.68,85,8.5,Ubisoft,M,PS2
Suikoden II,Role-Playing,1998,Konami Digital Entertainment,0.68,82,8.4,Konami,T,PS
FIFA Soccer 06,Sports,2005,Electronic Arts,0.68,80,7.5,EA,E,XB
Fight Night 2004,Fighting,2004,Electronic Arts,0.68,85,8.7,EA,T,XB
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.67,71,7.1,TT Games,E10+,PS4
Red Steel,Shooter,2006,Ubisoft,0.67,63,6.8,Ubisoft,T,Wii
NFL Street,Sports,2004,Electronic Arts,0.66,81,8.8,EA,E,XB
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.66,67,6.9,Ubisoft,T,PS3
WWE SmackDown vs. RAW 2007,Fighting,2006,Other,0.66,78,8.1,Yuke's,T,PSP
F1 2015,Racing,2015,Codemasters,0.66,65,6.3,Codemasters,E,PS4
NHL 10,Sports,2009,Electronic Arts,0.66,88,8.4,EA,E10+,X360
Street Fighter Anniversary Collection,Fighting,2004,Capcom,0.66,78,8.7,Capcom,T,PS2
NHL 13,Sports,2012,Electronic Arts,0.66,83,6.6,EA,E10+,X360
Rayman Legends,Platform,2013,Ubisoft,0.66,92,8.7,Ubisoft,E10+,WiiU
The Sims: Bustin' Out,Simulation,2003,Electronic Arts,0.66,81,9,Maxis,T,GC
Tom Clancy's EndWar,Strategy,2008,Ubisoft,0.66,76,6.6,Ubisoft,T,PS3
One Piece: Pirate Warriors 2,Action,2013,Other,0.66,71,7.8,Omega Force,T,PS3
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.65,70,6.7,TT Games,E10+,XOne
Shaun White Snowboarding,Sports,2008,Ubisoft,0.65,63,6.3,Ubisoft,T,PS3
Monster Jam: Maximum Destruction,Racing,2002,Ubisoft,0.65,47,6,Ubisoft,T,PS2
Tiger Woods PGA Tour 09,Sports,2008,Electronic Arts,0.65,82,7.2,EA,E,PS3
Tiger Woods PGA Tour 09,Sports,2008,Electronic Arts,0.65,84,7.8,EA,E,X360
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.65,68,6.7,EA,E10+,PS2
Tiger Woods PGA Tour 10,Sports,2009,Electronic Arts,0.65,80,6.9,EA,E,X360
Crash Bandicoot Purple: Ripto's Rampage,Platform,2004,Other,0.64,67,6.6,Vicarious Visions,E,GBA
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,0.64,84,7.7,Ubisoft,M,PC
Crash: Twinsanity,Platform,2004,Other,0.64,64,8,Traveller's Tales,E,PS2
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.64,68,7.7,TT Games,E10+,WiiU
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.64,60,7,EA,T,PS2
WWE 2K15,Sports,2014,Take-Two Interactive,0.64,50,4,Yuke's,T,X360
James Bond 007: Everything or Nothing,Shooter,2004,Electronic Arts,0.64,83,7.4,EA,T,XB
NBA Live 06,Sports,2005,Electronic Arts,0.64,79,6.4,EA,E,XB
Rayman 3D,Platform,2011,Ubisoft,0.64,61,6.6,Ubisoft,E,3DS
Onimusha: Dawn of Dreams,Action,2006,Capcom,0.64,81,8.9,Capcom,M,PS2
Sengoku Basara: Samurai Heroes,Action,2010,Capcom,0.64,61,7.9,Capcom,T,PS3
The Crew,Racing,2014,Ubisoft,0.64,64,5.9,Ubisoft,T,XOne
NHL 13,Sports,2012,Electronic Arts,0.64,84,6.8,EA,E10+,PS3
Lost Planet: Extreme Condition,Shooter,2008,Capcom,0.64,67,7,Capcom,T,PS3
LEGO Star Wars II: The Original Trilogy,Action,2006,Other,0.63,81,8,Traveller's Tales,E10+,X360
NBA Live 08,Sports,2007,Electronic Arts,0.63,73,6.8,EA,E,PS3
FIFA Soccer 2003,Sports,2002,Electronic Arts,0.63,88,7.7,EA,E,XB
Far Cry 4,Shooter,2014,Ubisoft,0.63,80,6.7,Ubisoft,M,PC
NASCAR 06: Total Team Control,Racing,2005,Electronic Arts,0.63,78,7.7,EA,E,PS2
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.63,82,5.8,EA,E,PS2
Buzz Lightyear of Star Command,Platform,2000,Activision,0.63,54,5.3,Traveller's Tales,E,PS
NHL 16,Sports,2015,Electronic Arts,0.63,78,5.5,EA,E10+,PS4
Tony Hawk's Project 8,Sports,2006,Activision,0.63,76,7.2,Neversoft Entertainment,T,PS3
Tony Hawk's American Wasteland,Sports,2005,Activision,0.62,77,7.7,Neversoft Entertainment,T,XB
Madden NFL 07,Sports,2006,Electronic Arts,0.62,82,9.2,EA,E,GC
Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,0.62,89,8.2,EA,E,XB
Just Dance 3,Misc,2011,Ubisoft,0.62,75,6,Ubisoft,E10+,PS3
LEGO Pirates of the Caribbean: The Video Game,Action,2011,Other,0.62,71,7.3,Traveller's Tales,E10+,3DS
Guitar Hero: Metallica,Misc,2009,Activision,0.62,86,8,Neversoft Entertainment,T,PS3
Red Steel 2,Shooter,2010,Ubisoft,0.62,80,8.6,Ubisoft,T,Wii
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.62,74,7.8,Ubisoft,T,X360
Warriors Orochi 3,Action,2011,Other,0.62,70,7.9,Omega Force,T,PS3
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.62,80,6.1,EA,E,X360
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.61,48,4.3,EA,E,DS
2014 FIFA World Cup Brazil,Sports,2014,Electronic Arts,0.61,73,4.3,EA,E,PS3
NBA 2K9,Sports,2008,Take-Two Interactive,0.61,82,7,Visual Concepts,E,PS3
Samurai Warriors 2,Action,2006,Tecmo Koei,0.61,58,8.8,Omega Force,T,PS2
Time Crisis 3,Shooter,2003,Other,0.61,81,8.1,Namco,T,PS2
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.61,79,5.9,Konami,E,X360
Spider-Man: Mysterio's Menace,Action,2001,Activision,0.61,84,8.7,Vicarious Visions,E,GBA
MySims Racing,Racing,2009,Electronic Arts,0.61,67,7.3,EA,E,DS
Tony Hawk's Underground,Sports,2003,Activision,0.6,86,7.7,Vicarious Visions,E,GBA
Wave Race: Blue Storm,Racing,2001,Nintendo,0.6,80,8.3,Nintendo,E,GC
Fight Night Round 2,Fighting,2005,Electronic Arts,0.6,88,8.8,EA,T,XB
NBA 2K8,Sports,2007,Take-Two Interactive,0.6,72,6,Visual Concepts,E,PS2
Dynasty Warriors 8,Action,2013,Tecmo Koei,0.6,68,8.5,Omega Force,T,PS3
Fighters Uncaged,Fighting,2010,Ubisoft,0.6,32,4.6,Ubisoft,T,X360
Rayman Arena,Racing,2001,Ubisoft,0.6,63,8.6,Ubisoft,E,PS2
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.6,72,6.6,TT Games,E10+,PS4
WWE 2K17,Sports,2016,Take-Two Interactive,0.6,69,6.9,Yuke's,T,PS4
Just Dance 2014,Misc,2013,Ubisoft,0.6,72,7.6,Ubisoft,E10+,WiiU
NHL 15,Sports,2014,Electronic Arts,0.6,60,3.6,EA,E10+,PS4
Monopoly,Misc,2008,Electronic Arts,0.59,56,5.8,EA,E,X360
Dead Space,Action,2008,Electronic Arts,0.59,86,8,EA,M,PC
NHL 11,Sports,2010,Electronic Arts,0.59,88,7.1,EA,E10+,PS3
2002 FIFA World Cup,Sports,2002,Electronic Arts,0.59,73,5.6,EA,E,PS2
MVP Baseball 2004,Sports,2004,Electronic Arts,0.59,90,8.5,EA,E,XB
Crash Bandicoot: The Wrath of Cortex,Platform,2002,Other,0.59,62,7.3,Traveller's Tales,E,GC
WWE 2K16,Sports,2015,Take-Two Interactive,0.59,72,5.7,Yuke's,T,XOne
Assassin's Creed: Brotherhood,Action,2011,Ubisoft,0.59,88,8.2,Ubisoft,M,PC
Naruto: The Broken Bond,Action,2008,Ubisoft,0.59,80,7.8,Ubisoft,T,X360
Lost: Via Domus,Action,2008,Ubisoft,0.58,55,6.4,Ubisoft,T,X360
The Lord of the Rings: The Third Age,Role-Playing,2004,Electronic Arts,0.58,73,8.2,EA,T,PS2
NCAA Football 09,Sports,2008,Electronic Arts,0.58,81,7.3,EA,E,PS3
MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.58,90,7.8,EA,E,PS3
Skylanders SWAP Force,Platform,2013,Activision,0.58,89,6,Vicarious Visions,E10+,WiiU
Tom Clancy's HAWX,Action,2009,Ubisoft,0.58,73,7.3,Ubisoft,T,X360
NHL 12,Sports,2011,Electronic Arts,0.58,86,7.5,EA,E10+,PS3
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.58,85,8.4,Ubisoft,M,XB
Rayman Legends,Platform,2013,Ubisoft,0.58,91,8.7,Ubisoft,E10+,PS3
FIFA Soccer,Sports,2012,Electronic Arts,0.58,79,7.2,EA,E,PSV
Tony Hawk's Pro Skater 4,Sports,2002,Activision,0.58,91,8.6,Neversoft Entertainment,T,GC
NHL 06,Sports,2005,Electronic Arts,0.58,78,8.5,EA,E10+,PS2
Skate it,Sports,2008,Electronic Arts,0.58,70,8.4,EA,E,Wii
Far Cry Instincts,Shooter,2005,Ubisoft,0.57,85,5.7,Ubisoft,M,XB
Tony Hawk's Pro Skater 4,Sports,2002,Activision,0.57,85,8.8,Vicarious Visions,E,GBA
Tales of the Abyss,Role-Playing,2005,Other,0.57,78,8.4,Namco,T,PS2
Spyro Orange: The Cortex Conspiracy,Action,2004,Other,0.57,60,7,Vicarious Visions,E,GBA
Skylanders: Spyro's Adventure,Action,2011,Activision,0.57,82,4.9,Vicarious Visions,E10+,3DS
Madden NFL 06,Sports,2005,Electronic Arts,0.57,86,8.5,EA,E,GC
NHL 10,Sports,2009,Electronic Arts,0.57,88,7.9,EA,E10+,PS3
Dynasty Warriors 5: Xtreme Legends,Action,2005,Tecmo Koei,0.57,57,9.1,Omega Force,T,PS2
WWE 2K15,Sports,2014,Take-Two Interactive,0.57,56,5.7,Yuke's,T,XOne
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.57,77,8.1,EA,E,PS2
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.57,74,6.3,Konami,E,PSP
Just Dance 2016,Misc,2015,Ubisoft,0.57,73,6.9,Ubisoft,E10+,WiiU
Resident Evil Outbreak File #2,Action,2004,Capcom,0.57,58,7.7,Capcom,M,PS2
XIII,Shooter,2003,Ubisoft,0.57,73,8.6,Ubisoft,M,PS2
Breath of Fire IV,Role-Playing,2000,Capcom,0.56,83,8.9,Capcom,T,PS
Arena Football,Sports,2006,Electronic Arts,0.56,66,8.6,EA,E10+,PS2
Classic NES Series: Dr. Mario,Puzzle,2004,Nintendo,0.56,66,7.5,Nintendo,E,GBA
The Sims: Bustin' Out,Simulation,2003,Electronic Arts,0.56,81,8.9,Maxis,T,XB
NCAA March Madness 07,Sports,2007,Electronic Arts,0.56,63,8.6,EA,E,PS2
Tom Clancy's HAWX,Action,2009,Ubisoft,0.56,74,8.1,Ubisoft,T,PS3
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,0.56,80,9.1,EA,T,GC
Tony Hawk's Proving Ground,Sports,2007,Activision,0.56,72,5.4,Neversoft Entertainment,T,X360
ESPN NFL Football,Sports,2003,Other,0.56,91,8.5,Visual Concepts,E,PS2
TMNT,Action,2007,Ubisoft,0.56,58,6.3,Ubisoft,E10+,X360
NCAA Football 07,Sports,2006,Electronic Arts,0.56,88,6.9,EA,E,XB
Batman: Vengeance,Adventure,2001,Ubisoft,0.55,68,6.7,Ubisoft,T,PS2
Tony Hawk's Pro Skater 3,Sports,2002,Activision,0.55,93,8.4,Neversoft Entertainment,T,XB
Resident Evil: Revelations 2,Action,2015,Capcom,0.55,75,7.7,Capcom,M,PS4
NBA 2K8,Sports,2007,Take-Two Interactive,0.55,81,6.8,Visual Concepts,E,PS3
Assassin's Creed: Unity,Action,2014,Ubisoft,0.55,70,3,Ubisoft,M,PC
Assassin's Creed II,Action,2010,Ubisoft,0.55,86,6.9,Ubisoft,M,PC
NHL 14,Sports,2013,Electronic Arts,0.54,80,6,EA,E10+,PS3
Legends of WrestleMania,Fighting,2009,Other,0.54,70,6.5,Yuke's,T,PS3
Tiger Woods PGA Tour 08,Sports,2007,Electronic Arts,0.54,80,7.8,EA,E,X360
Tiger Woods PGA Tour 13,Sports,2012,Electronic Arts,0.54,75,5.7,EA,E,PS3
Tiger Woods PGA Tour 11,Sports,2010,Electronic Arts,0.54,84,8.3,EA,E,Wii
NBA Live 10,Sports,2009,Electronic Arts,0.54,81,7.5,EA,E,PS3
SSX Tricky,Sports,2001,Electronic Arts,0.54,87,8.6,EA,E,GC
